date,position,songname,artist,last week,peak position,weeks on chart
2017-03-04,2,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,3,2,10
2017-03-04,74,Look At Me!,XXXTENTACION,95,74,2
2017-03-04,88,Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,--,88,1
2017-03-04,93,It Ain't Me,Kygo x Selena Gomez,--,93,1
2017-02-11,92,Good Drank,2 Chainz x Gucci Mane x Quavo,--,92,1
2016-12-24,10,Bad Things,Machine Gun Kelly x Camila Cabello,17,4,6
2016-12-24,65,Black Barbies,Nicki Minaj X Mike WiLL Made-It,--,65,1
2016-10-08,57,Juju On Dat Beat (TZ Anthem),Zayion McCall Featuring Zay Hilfigerrr,--,57,1
2016-09-17,32,This Girl,Kungs vs Cookin' On 3 Burners,35,26,6
2016-09-10,94,Too Much Sauce,DJ ESCO Featuring Future &amp; Lil Uzi Vert,--,50,1
2016-08-20,97,Chill Bill,Rob $tone Featuring J. Davi$ &amp; Spooks,--,29,1
2016-07-16,22,For Free,DJ Khaled Featuring Drake,33,13,4
2016-07-16,30,All The Way Up,"Fat Joe, Remy Ma &amp; Jay Z Featuring French Montana &amp; Infared",34,27,14
2016-07-16,32,Sucker For Pain,"Lil Wayne, Wiz Khalifa &amp; Imagine Dragons With Logic, Ty Dolla $ign &amp; X Ambassadors",--,15,1
2016-07-16,33,Never Forget You,Zara Larsson &amp; MNEK,28,13,20
2016-07-16,41,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,36,7,35
2016-07-16,48,Broccoli,D.R.A.M. Featuring Lil Yachty,65,5,3
2016-07-16,54,I Hate U I Love U,gnash Featuring Olivia O'Brien,55,10,11
2016-07-16,56,I Got The Keys,DJ Khaled Featuring JAY Z &amp; Future,--,30,1
2016-07-16,80,No Limit,Usher Featuring Young Thug,--,32,1
2016-07-16,87,Think Of You,Chris Young Duet With Cassadee Pope,84,40,20
2016-07-16,98,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",79,71,3
2016-07-09,86,What The World Needs Now Is Love,Broadway For Orlando,--,86,1
2016-03-19,12,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,--,4,1
2016-03-19,79,Hello Friday,Flo Rida Featuring Jason Derulo,--,79,1
2016-03-12,96,Panda,Desiigner,--,1,1
2015-05-30,53,Bad Blood,Taylor Swift Featuring Kendrick Lamar,--,1,3
2015-05-30,74,How Many Times,"DJ Khaled Featuring Chris Brown, Lil Wayne &amp; Big Sean",--,68,1
2015-05-30,77,Fun,Pitbull Featuring Chris Brown,--,40,1
2015-05-09,84,Make It Rain,Koryn Hawthorne,--,84,1
2015-03-14,98,Watch Me,Silento,--,3,1
2015-02-07,94,Somebody,Natalie La Rose Featuring Jeremih,--,10,1
2015-01-10,99,Shell Shocked,"Juicy J, Wiz Khalifa &amp; Ty Dolla $ign Featuring Kill The Noise &amp; Madsonik",--,84,3
2014-12-27,75,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,67,41,12
2014-12-27,85,She Knows,Ne-Yo Featuring Juicy J,91,19,4
2014-12-27,87,G.D.F.R.,Flo Rida Featuring Sage The Gemini &amp; Lookas,97,8,5
2014-12-27,88,Fireball,Pitbull Featuring John Ryan,72,23,19
2014-12-27,92,Body Language,Kid Ink Featuring Usher &amp; Tinashe,84,72,10
2014-12-27,93,Come Join The Murder,The White Buffalo &amp; The Forest Rangers,--,93,1
2014-12-27,96,Burnin' Up,Jessie J Featuring 2 Chainz,89,86,5
2014-12-20,100,Royals,Taylor John Williams,--,100,1
2014-12-06,92,Take Me To Church,Matt McAndrew,--,92,1
2014-11-15,54,Only,"Nicki Minaj Featuring Drake, Lil Wayne &amp; Chris Brown",--,12,1
2014-11-15,64,Try Me,DeJ Loaf,67,45,2
2014-11-08,35,Tuesday,I LOVE MAKONNEN Featuring Drake,62,12,5
2014-10-18,94,U Guessed It,OG Maco,--,94,1
2014-08-23,72,Hot Boy,Bobby Shmurda,96,6,2
2014-08-09,92,Happy Little Pill,Troye Sivan,--,92,1
2014-06-21,95,Wasted,Tiesto Featuring Matthew Koma,--,49,1
2014-05-31,98,Heaven,Jake Worthington,--,98,1
2014-05-17,68,Wiggle,Jason Derulo Featuring Snoop Dogg,--,5,1
2014-05-17,81,Bailando,Enrique Iglesias Featuring Descemer Bueno &amp; Gente de Zona,--,12,1
2014-05-17,97,My Eyes,Blake Shelton Featuring Gwen Sebastian,--,39,1
2014-03-01,80,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,--,80,1
2014-02-08,85,El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis,--,85,1
2013-12-28,87,Angel,Jacquie Lee,--,87,1
2013-12-28,89,My Story,R. Kelly Featuring 2 Chainz,--,89,1
2013-11-30,56,I Luv This Sh*t,August Alsina Featuing Trinidad James,59,48,11
2013-11-23,16,Say Something,A Great Big World Featuring Christina Aguilera,--,16,1
2013-11-23,59,I Luv This Sh*t,August Alsina &amp; Trinidad James,54,48,10
2013-11-23,72,A Case Of You,James Wolpert,--,72,1
2013-11-09,46,Can't Hold Us,Macklemore &amp; Ryan Lewis Featuring Ray Dalton,40,1,39
2013-11-09,56,White Walls,Macklemore &amp; Ryan Lewis Featuring ScHoolboy Q &amp; Hollis,62,49,7
2013-11-09,68,Wait For A Minute,Tyga &amp; Justin Bieber,--,68,1
2013-11-02,29,Chinese Food,Alison Gold,--,29,1
2013-10-26,84,Make You Feel My Love,Glee Cast,--,84,1
2013-09-28,51,Stay The Night,Zedd featuring Hayley Williams Of Paramore,--,51,1
2013-09-28,70,23,"Mike Will Made It Featuring Miley Cyrus, Wiz Khalifa &amp; Juicy J",--,70,1
2013-09-14,42,Oh Sweet Lorraine,Green Shoe Studio Featuring Jacob Colgan &amp; Fred Stobaugh,--,42,1
2013-06-29,92,Sad,Amber Carrington,--,92,1
2013-06-15,89,Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradberry,--,89,1
2013-05-11,86,All Gold Everything,Trinidad James,81,36,20
2013-04-06,89,Who Booty,Jonn Hart Featuring IamSU!,85,66,15
2013-02-09,90,Bad Ass,Kid Ink Featuring Meek Mill &amp; Wale,--,90,1
2013-02-02,76,Who Booty,Jonn Hart Featuring iamSU,80,76,6
2013-02-02,82,Wild For The Night,A$AP Rocky Featuring Skrillex &amp; Birdy Nam Nam,--,82,1
2013-01-19,97,On My Own,Samantha Barks,--,97,1
2012-12-29,70,Let It Be,Terry McDermott,--,70,1
2012-12-22,47,Good Time,Owl City &amp; Carly Rae Jepsen,39,8,24
2012-12-22,96,Somewhere Over The Rainbow,Nicholas David,--,96,1
2012-12-08,71,Just A Fool,Christina Aguilera With Blake Shelton,92,71,2
2012-11-24,47,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",41,13,32
2012-11-10,92,Fade Into You,Sam Palladio &amp; Clare Bowen,--,92,1
2012-10-13,100,To The World,"Kanye West, R. Kelly",70,70,2
2012-09-29,12,Clique,Kanye West  Jay-Z  Big Sean,55,12,2
2012-09-08,88,The Fighter,Gym Class Heroes Featuring Ryan Tedder,81,25,15
2012-08-11,89,New God Flow,Pusha T   Kanye West,--,89,1
2012-08-04,87,Midnight City,M83.,80,72,20
2012-07-14,97,Windows Down,BTR,--,97,1
2012-06-02,44,"Young, Wild &amp; Free",Snoop Dogg &amp; Wiz Khalifa Featuring Bruno Mars,41,7,32
2012-06-02,83,Feel Like A Rock Star,Kenny Chesney &amp; Tim McGraw,65,40,7
2012-05-26,68,Yesterday,Adam Levine &amp; Tony Lucca,--,68,1
2012-05-26,85,The Prayer,Christina Aguilera &amp; Chris Mann,--,85,1
2012-05-05,99,Think Like A Man,Jennifer Hudson &amp; Ne-Yo Featuring Rick Ross,90,90,2
2012-04-28,45,Ni**as in Paris,Jay Z  Kanye West,45,5,36
2012-04-14,97,Mr. Wrong,Mary J. Blige Featuring Drake,95,87,9
2012-04-14,99,Naked,Dev &amp; Enrique Iglesias,--,99,1
2012-03-17,21,Live My Life,Far*East Movement Featuring Justin Bieber,--,21,1
2012-03-03,98,No Church In The Wild,Jay Z  Kanye West Featuring Frank Ocean,72,72,5
2012-02-25,81,Sexy And I Know It,Glee Cast Featuring Ricky Martin,--,81,1
2012-02-25,93,Smooth Criminal,Glee Cast Featuring 2Cellos,26,26,2
2012-02-25,100,Snitches Ain't...,"YG Featuring Tyga, Snoopd Dogg &amp; Nipsey Hussle",--,100,1
2012-02-18,86,T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger &amp; Jennifer Lopez,61,61,8
2011-12-31,37,Sleazy Remix 2.0 Get Sleazier,"Ke$ha Featuring Lil Wayne, Wiz Khalifa, T.I. &amp; Andre 3000",--,37,2
2011-12-17,98,Otis,Jay Z  Kanye West Featuring Otis Redding,97,20,20
2011-11-19,84,Mrs. Right,Mindless Behavior Featuring Diggy,78,72,10
2011-11-19,86,All I Want For Christmas Is You (SuperFestive!),Justin Bieber Duet With Mariah Carey,--,86,1
2011-11-05,69,Remind Me,Brad Paisley Duet With Carrie Underwood,63,17,20
2011-10-29,86,Calling All The Monsters,China Anne McClain,--,86,2
2011-10-01,87,Body And Soul,Tony Bennett &amp; Amy Winehouse,--,87,1
2011-09-17,47,E.T.,Katy Perry Featuring Kanye West,42,1,30
2011-09-10,94,Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,94,44,7
2011-09-03,50,Don't You Wanna Stay,Jason Aldean With Kelly Clarkson,--,31,31
2011-09-03,62,Hello,Martin Solveig &amp; Dragonette,64,46,20
2011-08-13,12,Otis,Jay-Z &amp; Kanye West Featuring Otis Redding,47,12,2
2011-08-13,90,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,82,32,12
2011-07-30,94,Watch Me,Bella Thorne &amp; Zendaya,86,86,3
2011-07-16,45,Man In The Mirror,Adam Levine &amp; Javier Colon,--,45,1
2011-07-16,57,I Won't Back Down,Blake Shelton &amp; Dia Frampton,--,57,1
2011-07-16,74,Beautiful,Christina Aguilera &amp; Beverly McClellan,--,74,1
2011-06-18,95,Danza Kuduro,Don Omar &amp; Lucenzo,96,82,5
2011-06-04,20,Dirty Dancer,Enrique Iglesias Wtih Usher Featuring Lil Wayne,18,18,2
2011-06-04,90,Rolling In The Deep,Glee Cast Featuring Jonathan Groff,29,29,2
2011-05-28,100,Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,93,74,9
2011-05-21,92,Dreams,Glee Cast Featuring Kristin Chenoweth,--,92,1
2011-05-07,66,Turning Tables,Glee Cast Featuring Gwyneth Paltrow,--,66,1
2011-04-30,48,Stereo Love,Edward Maya &amp; Vika Jigulina,45,16,28
2011-04-30,57,Rocketeer,Far*East Movement Featuring Ryan Tedder,54,7,20
2011-04-16,69,The Story,Sara Ramirez,--,69,1
2011-03-12,95,H*A*M,Kanye West &amp; Jay-Z,93,23,7
2011-02-26,96,Boyfriend,New Hollow,98,96,3
2011-02-19,43,Like A G6,Far*East Movement Featuring Cataracs &amp; Dev,36,1,26
2011-02-05,98,Give In To Me,Garrett Hedlund &amp; Leighton Meester,79,79,2
2011-01-29,91,Hold My Hand,Michael Jackson Duet With Akon,70,39,9
2011-01-15,96,Check It Out,will.i.am &amp; Nicki Minaj,88,24,15
2010-11-27,92,Scott Mescudi Vs. The World,Kid Cudi Featuring Cee-Lo,--,92,1
2010-11-20,98,The Big Bang,RockMafia,--,98,1
2010-09-25,88,Gettin' Over You,David Guetta &amp; Chris Willis Featuring Fergie &amp; LMFAO,76,31,20
2010-09-18,94,Bed Intruder Song,Antoine Dodson &amp; The Gregory Brothers Featuring Kelly Dodson,92,89,3
2010-08-07,100,Eenie Meenie,Sean Kingston &amp; Justin Bieber,99,15,18
2010-07-24,85,Shark In The Water,V V Brown,82,67,6
2010-07-17,37,Young Forever,Jay-Z + Mr. Hudson,31,10,25
2010-06-19,80,Falling Slowly,Lee DeWyze &amp; Crystal Bowersox,66,66,2
2010-06-12,92,Dream On,Glee Cast Featuring Neil Patrick Harris,26,26,2
2010-06-12,96,I Dreamed A Dream,Glee Cast Featuring Idina Menzel,31,31,2
2010-05-22,89,Physical,Glee Cast Featuring Olivia Newton-John,--,89,1
2010-05-15,96,Like A Prayer,"Glee Cast Featuring Lea Michele, Jonathan Groff, Cory Monteith, Chris Colfer &amp; Amber Riley",27,27,2
2010-05-08,78,Borderline / Open Your Heart,Glee Cast Featuring Lea Michele &amp; Cory Monteith,--,78,1
2010-05-08,87,Like A Virgin,"Glee Cast Feat. Matthew Morrison, Jayma Mayes, Naya Rivera, Cory Monteith &amp; Lea Michele",--,87,1
2010-05-08,89,4 Minutes,Glee Cast Featuring Chris Colfer &amp; Amber Riley,--,89,1
2010-05-08,92,Gives You Hell,Glee Cast Featuring Lea Michele,32,32,2
2010-05-01,35,Hello,Glee Cast Featuring Jonathan Groff &amp; Lea Michele,--,35,1
2010-05-01,49,Hello Goodbye,"Glee Cast Featuring Lea Michele, Cory Monteith &amp; Amber Riley",--,49,1
2010-05-01,98,On To The Next One,Jay-Z + Swizz Beatz,85,37,14
2010-04-17,47,Empire State Of Mind,Jay-Z + Alicia Keys,39,1,30
2010-03-27,93,Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston &amp; Flo Rida,78,78,2
2010-03-27,96,We Are The World 25: For Haiti,Artists For Haiti,66,2,5
2010-03-13,85,Pants On The Ground,General Larry Platt,60,46,3
2010-03-06,81,Something About The Sunshine,Christopher Wilde &amp; Anna Margaret,--,81,1
2010-02-20,75,Bridge Over Troubled Water,Mary J. Blige &amp; Andrea Bocelli,--,75,1
2010-02-20,76,F**k Today,Lil Wayne Featuring Gudda,--,76,1
2010-02-20,86,Hallelujah,Justin Timberlake &amp; Matt Morris Featuring Charlie Sexton,13,13,3
2010-02-13,47,Lean On Me,"Sheryl Crow, Kid Rock &amp; Keith Urban",--,47,1
2010-02-13,85,Stranded (Haiti Mon Amour),"Jay-Z, Bono, The Edge &amp; Rihanna",16,16,2
2010-01-16,34,Run This Town,"Jay-Z, Rihanna &amp; Kanye West",31,2,23
2009-12-26,51,My Life Would Suck Without You,"Glee Cast Featuring Lea Michele, Cory Monteith, Jenna Ushkowitz &amp; Amber Riley",--,51,1
2009-12-26,71,You Can't Always Get What You Want,"Glee Cast Featuring Lea Michele, Cory Monteith, Kevin McHale &amp; Amber Riley",--,71,1
2009-12-26,94,And I Am Telling You I'm Not Going,Glee Cast Featuring Amber Riley,--,94,1
2009-12-19,40,Say Aah,Trey Songz Featruing Fabolous,59,40,4
2009-12-19,69,I'm Alive,Kenny Chesney With Dave Matthews,49,32,16
2009-11-28,31,Defying Gravity,Glee Cast Featuring Chris Colfer &amp; Lea Michele,99,31,2
2009-11-07,34,Sweet Caroline,Glee Cast Featuring Mark Salling,--,34,1
2009-11-07,93,Bust A Move,Glee Cast Featuring Matthew Morrison,--,93,1
2009-10-17,99,Trust,Keyshia Cole Duet With Monica,88,70,15
2009-08-01,80,Come Home,OneRepublic With Sara Bareilles,--,80,1
2009-07-18,82,One And The Same,Selena Gomez &amp; Demi Lovato,--,82,1
2009-07-04,72,Swag Surfin',Fast Life Yungstaz (F.L.Y.),62,62,7
2009-06-06,71,Lucky,Jason Mraz &amp; Colbie Caillat,62,48,20
2009-05-30,98,Jai Ho! (You Are My Destiny),A R Rahman &amp; The Pussycat Dolls Featuring Nicole Scherzinger,88,15,13
2009-05-23,86,Crack A Bottle,"Eminem, Dr. Dre &amp; 50 Cent",76,1,17
2009-05-09,86,Butterfly Fly Away,Miley Cyrus &amp; Billy Ray Cyrus,56,56,3
2009-04-18,98,Down The Road,Kenny Chesney With Mac McAnally,95,47,18
2009-03-14,60,Pop Champagne,Jim Jones &amp; Ron Browz Featuring Juelz Santana,53,22,20
2009-03-14,87,One More Drink,Ludacris Co-Starring T-Pain,70,24,18
2009-03-14,93,O...Saya,M.I.A. &amp; A R Rahman,--,93,1
2009-03-07,55,Beep,Bobby Valentino Featuring Yung Joc,59,55,8
2009-03-07,83,Lost!,Coldplay With Jay-Z,40,40,5
2009-03-07,95,Break My Heart,Spectacular! Cast,--,95,1
2009-03-07,100,Jai Ho! (You Are My Destiny),A.R. Rahman &amp; The Pussycat Dolls Featuring Nicole Scherzinger,--,100,1
2009-02-28,98,IfULeave,Musiq Soulchild Featuring Mary J. Blige,87,71,12
2009-02-14,89,Start A Band,Brad Paisley Duet With Keith Urban,69,55,16
2009-02-07,100,Swagga Like Us,Jay-Z &amp; T.I. Featuring Kanye West &amp; Lil Wayne,80,5,20
2009-01-31,40,Mrs. Officer,Lil Wayne Featuring Bobby Valentino &amp; Kidd Kidd,34,16,22
2008-12-13,65,Last Of A Dying Breed,Ludacris Co-Starring Lil Wayne,--,65,1
2008-12-13,92,What Them Girls Like,Ludacris Co-Starring Chris Brown &amp; Sean Garrett,99,33,14
2008-12-06,82,Another Way to Die,Jack White &amp; Alicia Keys,81,81,2
2008-12-06,96,Did You Wrong,Pleasure P.,--,90,4
2008-11-29,97,Troublemaker,Akon &amp; Sweet Rush,--,97,1
2008-10-25,76,The Business,Yung Berg Featuring Casha,65,33,14
2008-10-04,24,Mrs. Officer,Lil Wayne Featuring Bobby Valentino,34,24,5
2008-09-27,88,All Summer Long,Hit Masters,63,19,5
2008-09-20,93,American Boy,Studio All-Stars,52,52,3
2008-09-13,50,No Air,Jordin Sparks Duet With Chris Brown,43,3,35
2008-08-23,79,What If It All Goes Right,Melissa Lawson,--,79,1
2008-08-09,43,Sexy Can I,Ray J &amp; Yung Berg,33,3,26
2008-08-09,100,Love In This Club Part II,Usher Featuring Beyonce &amp; Lil Wayne,83,25,14
2008-07-19,93,We Rock,Cast Of Camp Rock,62,33,3
2008-07-12,64,The Boss,Rick Ross Featuring T-Pain,57,17,20
2008-06-28,99,New Soul,Yael Naim,95,7,19
2008-06-14,98,Love Is Gone,David Guetta &amp; Chris Willis,--,98,1
